,Unnamed: 0,original,Texto,endereço,tipo,resultado,pre
2946,1799,"OBS.: Os Ministros do Tribunal Superior do Trabalho serão compostos por um quinto dentre advogados com mais de 10 ANOS de efetiva atividade profissional e membros do Ministério Público do Trabalho com mais DE 10 ANOS de efetivo exercício e os demais dentre juízes dos Tribunais Regionais do Trabalho, oriundos da magistratura da carreira, INDICADOS PELO PRÓPRIO TRIBUNAL (NÃO HAVENDO NECESSIDADE DE CONTAREM com mais de cinco anos de efetivo exercício).","OBS.: Os Ministros do Tribunal Superior do Trabalho serão compostos por um quinto dentre advogados com mais de 10 ANOS de efetiva atividade profissional e membros do Ministério Público do Trabalho com mais DE 10 ANOS de efetivo exercício e os demais dentre juízes dos Tribunais Regionais do Trabalho, oriundos da magistratura da carreira, INDICADOS PELO PRÓPRIO TRIBUNAL (NÃO HAVENDO NECESSIDADE DE CONTAREM com mais de cinco anos de efetivo exercício).","cf88,3,14,24,,115,846,,",questao,1254,".: os ministros do tribunal superior do trabalho serão compostos por um quinto dentre advogados com mais de 10 anos de efetiva atividade profissional e membros do ministério público do trabalho com mais de 10 anos de efetivo exercício e os demais dentre juízes dos tribunais regionais do trabalho, oriundos da magistratura da carreira, indicados pelo próprio tribuna(não havendo necessidade de contarem com mais de cinco anos de efetivo exercício)."
2947,1809,"OBS.: Segundo o STJ, o levantamento judicial do valor referente ao seguro-desemprego, que tem por finalidade prover assistência financeira ao trabalhador desempregado em virtude de dispensa sem justa causa, inclusive a indireta, e ao trabalhador resgatado de regime de trabalho forçado ou da condição análoga à de escravo, deve ser requerido à justiça COMUM (e não do trabalho).","OBS.: Segundo o STJ, o levantamento judicial do valor referente ao seguro-desemprego, que tem por finalidade prover assistência financeira ao trabalhador desempregado em virtude de dispensa sem justa causa, inclusive a indireta, e ao trabalhador resgatado de regime de trabalho forçado ou da condição análoga à de escravo, deve ser requerido à justiça COMUM (e não do trabalho).","cf88,3,14,24,,118,850,,",questao,1263,".: segundo o stj, o levantamento judicial do valor referente ao segurodesemprego, que tem por finalidade prover assistência financeira ao trabalhador desempregado em virtude de dispensa sem justa causa, inclusive a indireta, e ao trabalhador resgatado de regime de trabalho forçado ou da condição análoga à de escravo, deve ser requerido à justiça comum (e não do trabalho)."
2948,1810,"OBS.: A justiça do trabalho é competente para julgar as demandas instauradas entre pessoas jurídicas de direito privado integrantes da administração pública indireta e seus empregados, cuja relação é regida pela CLT, independentemente de a ação ser relativa ao período pré-contratual.","OBS.: A justiça do trabalho é competente para julgar as demandas instauradas entre pessoas jurídicas de direito privado integrantes da administração pública indireta e seus empregados, cuja relação é regida pela CLT, independentemente de a ação ser relativa ao período pré-contratual.","cf88,3,14,24,,118,850,,",questao,1263,".: a justiça do trabalho é competente para julgar as demandas instauradas entre pessoas jurídicas de direito privado integrantes da administração pública indireta e seus empregados, cuja relação é regida pela clt, independentemente de a ação ser relativa ao período précontratual."
2949,1811,"OBS.: Segundo o STF, a competência da justiça do trabalho, quando envolver entes da administração pública direta e indireta da União, dos estados, do DF e dos municípios, não abrange, ENTRE OUTROS CASOS, as ações cuja controvérsia diga respeito a regime estatutário, tida como de caráter jurídico-administrativo.","OBS.: Segundo o STF, a competência da justiça do trabalho, quando envolver entes da administração pública direta e indireta da União, dos estados, do DF e dos municípios, não abrange, ENTRE OUTROS CASOS, as ações cuja controvérsia diga respeito a regime estatutário, tida como de caráter jurídico-administrativo.","cf88,3,14,24,,118,850,,",questao,1263,".: segundo o stf, a competência da justiça do trabalho, quando envolver entes da administração pública direta e indireta da união, dos estados, do df e dos municípios, não abrange, entre outros casos, as ações cuja controvérsia diga respeito a regime estatutário, tida como de caráter jurídicoadministrativo."
2950,1813,"OBS.: Considere que determinado sindicato pretenda ajuizar ação possessória para garantir o livre acesso de empregados e clientes às agências bancárias, fechadas devido à greve realizada por empregados de um banco privado. Nessa situação, de acordo com o STF, a competência para julgar a ação é da JUSTIÇA DO TRABALHO, por tratar de matéria concernente AO EXERCÍCIO DE GREVE. SUMULA STF  23.","OBS.: Considere que determinado sindicato pretenda ajuizar ação possessória para garantir o livre acesso de empregados e clientes às agências bancárias, fechadas devido à greve realizada por empregados de um banco privado. Nessa situação, de acordo com o STF, a competência para julgar a ação é da JUSTIÇA DO TRABALHO, por tratar de matéria concernente AO EXERCÍCIO DE GREVE. SUMULA STF  23.","cf88,3,14,24,,118,851,,",questao,1264,".: considere que determinado sindicato pretenda ajuizar ação possessória para garantir o livre acesso de empregados e clientes às agências bancárias, fechadas devido à greve realizada por empregados de um banco privado. nessa situação, de acordo com o stf, a competência para julgar a ação é da justiça do trabalho, por tratar de matéria concernente ao exercício de greve. sumula stf  23."
2951,1814,"OBS.: A competência para analisar a legalidade de uma greve de servidores públicos de autarquias e fundações é da justiça comum, estadual ou federal, ainda que eles sejam regidos pela CLT.","OBS.: A competência para analisar a legalidade de uma greve de servidores públicos de autarquias e fundações é da justiça comum, estadual ou federal, ainda que eles sejam regidos pela CLT.","cf88,3,14,24,,118,851,,",questao,1264,".: a competência para analisar a legalidade de uma greve de servidores públicos de autarquias e fundações é da justiça comum, estadual ou federal, ainda que eles sejam regidos pela clt."
2952,1820,"OBS.: As ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho SÃO da competência da Justiça do Trabalho, E NÃO da Justiça Federal.","OBS.: As ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho SÃO da competência da Justiça do Trabalho, E NÃO da Justiça Federal.","cf88,3,14,24,,118,856,,",questao,1269,".: as ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho são da competência da justiça do trabalho, e não da justiça federal."
2953,1826,"OBS.: Em caso de greve em atividade essencial, com possibilidade de lesão do interesse público ou repercussão social, o Ministério Público do Trabalho PODERÁ ajuizar dissídio coletivo, competindo à Justiça do Trabalho decidir o conflito.","OBS.: Em caso de greve em atividade essencial, com possibilidade de lesão do interesse público ou repercussão social, o Ministério Público do Trabalho PODERÁ ajuizar dissídio coletivo, competindo à Justiça do Trabalho decidir o conflito.","cf88,3,14,24,,118,861,,",questao,1274,".: em caso de greve em atividade essencial, com possibilidade de lesão do interesse público ou repercussão social, o ministério público do trabalho poderá ajuizar dissídio coletivo, competindo à justiça do trabalho decidir o conflito."
2954,1828,"OBS.: Os TRTs compõem-se de, no mínimo, SETE juízes, recrutados, quando possível, na respectiva região e nomeados pelo presidente da República entre brasileiros com mais de trinta e menos de 65 anos de idade.","OBS.: Os TRTs compõem-se de, no mínimo, SETE juízes, recrutados, quando possível, na respectiva região e nomeados pelo presidente da República entre brasileiros com mais de trinta e menos de 65 anos de idade.","cf88,3,14,24,,119,,,",questao,1275,".: os trts compõemse de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região e nomeados pelo presidente da república entre brasileiros com mais de trinta e menos de 65 anos de idade."
2955,1869,"OBS.: O Superior Tribunal Militar é composto por quinze ministros vitalícios, E NÃO SÃO todos oficiais oriundos das Forças Armadas.","OBS.: O Superior Tribunal Militar é composto por quinze ministros vitalícios, E NÃO SÃO todos oficiais oriundos das Forças Armadas.","cf88,3,14,26,,127,,,",questao,1315,".: o superior tribunal militar é composto por quinze ministros vitalícios, e não são todos oficiais oriundos das forças armadas."
2956,1878,"OBS.: Quando uma lei municipal afronta simultaneamente dispositivos previstos na CF e na constituição estadual, mesmo em se tratando de preceitos de repetição obrigatória, compete ao tribunal de justiça do estado processar e julgar originariamente eventual ação direta de inconstitucionalidade.","OBS.: Quando uma lei municipal afronta simultaneamente dispositivos previstos na CF e na constituição estadual, mesmo em se tratando de preceitos de repetição obrigatória, compete ao tribunal de justiça do estado processar e julgar originariamente eventual ação direta de inconstitucionalidade.","cf88,3,14,27,,129,885,,",questao,1323,".: quando uma lei municipal afronta simultaneamente dispositivos previstos na cf e na constituição estadual, mesmo em se tratando de preceitos de repetição obrigatória, compete ao tribunal de justiça do estado processar e julgar originariamente eventual ação direta de inconstitucionalidade."
2957,1879,"OBS.: Compete ao TRIBUNAL DE JUSTIÇA  processar e julgar originariamente a ação direta de inconstitucionalidade tendo por objeto lei ou ato normativo municipal que contrarie previsões expressas na constituição estadual, desde que constituam mera repetição de disposição prevista na CF.","OBS.: Compete ao TRIBUNAL DE JUSTIÇA  processar e julgar originariamente a ação direta de inconstitucionalidade tendo por objeto lei ou ato normativo municipal que contrarie previsões expressas na constituição estadual, desde que constituam mera repetição de disposição prevista na CF.","cf88,3,14,27,,129,885,,",questao,1323,".: compete ao tribunade justiça  processar e julgar originariamente a ação direta de inconstitucionalidade tendo por objeto lei ou ato normativo municipal que contrarie previsões expressas na constituição estadual, desde que constituam mera repetição de disposição prevista na cf."
2958,1880,"OBS.: Ao instituir sistema estadual de controle abstrato de normas, o estado não estará obrigado a prever em sua Constituição um rol de legitimados para a ação necessariamente equivalente àquele previsto para o controle abstrato de normas no STF.","OBS.: Ao instituir sistema estadual de controle abstrato de normas, o estado não estará obrigado a prever em sua Constituição um rol de legitimados para a ação necessariamente equivalente àquele previsto para o controle abstrato de normas no STF.","cf88,3,14,27,,129,885,,",questao,1323,".: ao instituir sistema estadual de controle abstrato de normas, o estado não estará obrigado a prever em sua constituição um rol de legitimados para a ação necessariamente equivalente àquele previsto para o controle abstrato de normas no stf."
2959,1889,"OBS.: De acordo com a Constituição Federal de 1988, o Ministério Público é  uma instituição permanente que integra as funções essenciais à justiça conjuntamente com a defensoria pública e a advocacia pública.","OBS.: De acordo com a Constituição Federal de 1988, o Ministério Público é  uma instituição permanente que integra as funções essenciais à justiça conjuntamente com a defensoria pública e a advocacia pública.","cf88,3,15,28,,131,,,",questao,1331,".: de acordo com a constituição federal de 1988, o ministério público é  uma instituição permanente que integra as funções essenciais à justiça conjuntamente com a defensoria pública e a advocacia pública."
2960,1890,"OBS.: O MPU é instituição permanente, essencial ao exercício DA JURISDIÇÃO (E NÃO de todas as funções) do Estado Democrático de Direito.","OBS.: O MPU é instituição permanente, essencial ao exercício DA JURISDIÇÃO (E NÃO de todas as funções) do Estado Democrático de Direito.","cf88,3,15,28,,131,,,",questao,1331,".: o mpu é instituição permanente, essencial ao exercício da jurisdição (e não de todas as funções) do estado democrático de direito."
2961,1891,OBS.: O MPU é instituição permanente.,OBS.: O MPU é instituição permanente.,"cf88,3,15,28,,131,,,",questao,1331,.: o mpu é instituição permanente.
2962,1892,OBS.: O MPU defende os interesses individuais INDISPONÍVEIS.,OBS.: O MPU defende os interesses individuais INDISPONÍVEIS.,"cf88,3,15,28,,131,,,",questao,1331,.: o mpu defende os interesses individuais indisponíveis.
2963,1893,"OBS.: O Ministério Público é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático, dos interesses sociais e individuais indisponíveis","OBS.: O Ministério Público é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático, dos interesses sociais e individuais indisponíveis","cf88,3,15,28,,131,,,",questao,1331,".: o ministério público é instituição permanente, essencial à função jurisdicional do estado, incumbindolhe a defesa da ordem jurídica, do regime democrático, dos interesses sociais e individuais indisponíveis"
2964,1894,"OBS.: O Supremo Tribunal Federal, em repercussão geral, fixou tese de que o Ministério Público está legitimado a promover a tutela coletiva de direitos individuais homogêneos, mesmo de natureza disponível, quando a lesão a tais direitos, visualizada em seu conjunto, em forma coletiva e impessoal, transcender a esfera de interesses puramente particulares, passando a comprometer relevantes interesses sociais.","OBS.: O Supremo Tribunal Federal, em repercussão geral, fixou tese de que o Ministério Público está legitimado a promover a tutela coletiva de direitos individuais homogêneos, mesmo de natureza disponível, quando a lesão a tais direitos, visualizada em seu conjunto, em forma coletiva e impessoal, transcender a esfera de interesses puramente particulares, passando a comprometer relevantes interesses sociais.","cf88,3,15,28,,131,,,",questao,1331,".: o supremo tribunal federal, em repercussão geral, fixou tese de que o ministério público está legitimado a promover a tutela coletiva de direitos individuais homogêneos, mesmo de natureza disponível, quando a lesão a tais direitos, visualizada em seu conjunto, em forma coletiva e impessoal, transcender a esfera de interesses puramente particulares, passando a comprometer relevantes interesses sociais."
2965,1895,"OBS.: É da área de abrangência do Ministério Público: ser um órgão ESSENCIAL (NÃO complementar) da Justiça, tanto em Âmbito federal, como em âmbito estadual;","OBS.: É da área de abrangência do Ministério Público: ser um órgão ESSENCIAL (NÃO complementar) da Justiça, tanto em Âmbito federal, como em âmbito estadual;","cf88,3,15,28,,131,,,",questao,1331,".: é da área de abrangência do ministério público: ser um órgão essencia(não complementar) da justiça, tanto em âmbito federal, como em âmbito estadual;"
2966,1897,"OBS.: A LONMP NÃO insere o Ministério Público (MP) na estrutura do Poder Judiciário, assegurando-lhe a autonomia funcional, administrativa, financeira.","OBS.: A LONMP NÃO insere o Ministério Público (MP) na estrutura do Poder Judiciário, assegurando-lhe a autonomia funcional, administrativa, financeira.","cf88,3,15,28,,131,892,,",questao,1332,".: a lonmp não insere o ministério público (mp) na estrutura do poder judiciário, assegurandolhe a autonomia funcional, administrativa, financeira."
2967,1898,"OBS.: NÃO São aplicáveis ao MP os decretos, os regulamentos e os atos normativos derivados que venham a ser expedidos pelo Poder Executivo, pois o MP NÃO deve submeter-se ao poder regulamentar do Poder Executivo.","OBS.: NÃO São aplicáveis ao MP os decretos, os regulamentos e os atos normativos derivados que venham a ser expedidos pelo Poder Executivo, pois o MP NÃO deve submeter-se ao poder regulamentar do Poder Executivo.","cf88,3,15,28,,131,892,,",questao,1332,".: não são aplicáveis ao mp os decretos, os regulamentos e os atos normativos derivados que venham a ser expedidos pelo poder executivo, pois o mp não deve submeterse ao poder regulamentar do poder executivo."
2968,1899,"OBS.: São princípios institucionais do Ministério Público e da Defensoria Pública, enquanto funções essenciais à justiça, a indivisibilidade, a unidade e a independência funcional.","OBS.: São princípios institucionais do Ministério Público e da Defensoria Pública, enquanto funções essenciais à justiça, a indivisibilidade, a unidade e a independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: são princípios institucionais do ministério público e da defensoria pública, enquanto funções essenciais à justiça, a indivisibilidade, a unidade e a independência funcional."
2969,1900,"OBS.: São princípios institucionais do Ministério Público da União a unidade, a indivisibilidade e a independência funcional.","OBS.: São princípios institucionais do Ministério Público da União a unidade, a indivisibilidade e a independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: são princípios institucionais do ministério público da união a unidade, a indivisibilidade e a independência funcional."
2970,1901,"OBS.: São princípios institucionais do Ministério Público: a unidade, a indivisibilidade e a independência funcional.","OBS.: São princípios institucionais do Ministério Público: a unidade, a indivisibilidade e a independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: são princípios institucionais do ministério público: a unidade, a indivisibilidade e a independência funcional."
2971,1902,"OBS.: São princípios institucionais do Ministério Público: a unidade, a indivisibilidade e a independência funcional.","OBS.: São princípios institucionais do Ministério Público: a unidade, a indivisibilidade e a independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: são princípios institucionais do ministério público: a unidade, a indivisibilidade e a independência funcional."
2972,1903,"OBS.: São princípios institucionais do Ministério Público da União: A unidade, a indivisibilidade e a independência funcional.","OBS.: São princípios institucionais do Ministério Público da União: A unidade, a indivisibilidade e a independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: são princípios institucionais do ministério público da união: a unidade, a indivisibilidade e a independência funcional."
2973,1904,"OBS.: Por dicção constitucional, são princípios institucionais, E NÃO exclusivos, do Ministério Público a unidade, a indivisibilidade e a independência funcional.","OBS.: Por dicção constitucional, são princípios institucionais, E NÃO exclusivos, do Ministério Público a unidade, a indivisibilidade e a independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: por dicção constitucional, são princípios institucionais, e não exclusivos, do ministério público a unidade, a indivisibilidade e a independência funcional."
2974,1905,"OBS.: São princípios institucionais do Ministério Público a unidade, a indivisibilidade e a independência funcional.","OBS.: São princípios institucionais do Ministério Público a unidade, a indivisibilidade e a independência funcional.","cf88,3,15,28,,131,892,,",questao,1332,".: são princípios institucionais do ministério público a unidade, a indivisibilidade e a independência funcional."
2975,1906,"OBS.: É princípio institucionais do Ministério Público a independência funcional, E a vitaliciedade NÃO É PRINCÍPIO INSTITUCIONAL.","OBS.: É princípio institucionais do Ministério Público a independência funcional, E a vitaliciedade NÃO É PRINCÍPIO INSTITUCIONAL.","cf88,3,15,28,,131,892,,",questao,1332,".: é princípio institucionais do ministério público a independência funcional, e a vitaliciedade não é princípio institucional."
2976,1907,OBS.: A vitaliciedade NÃO figura entre os princípios institucionais do MP.,OBS.: A vitaliciedade NÃO figura entre os princípios institucionais do MP.,"cf88,3,15,28,,131,892,,",questao,1332,.: a vitaliciedade não figura entre os princípios institucionais do mp.
2977,1908,OBS.: O caráter dos princípios institucionais do MP consagrados na CF É normativo.,OBS.: O caráter dos princípios institucionais do MP consagrados na CF É normativo.,"cf88,3,15,28,,131,892,,",questao,1332,.: o caráter dos princípios institucionais do mp consagrados na cf é normativo.
2978,1909,OBS.: O princípio do promotor natural decorre da independência funcional e da garantia da inamovibilidade dos membros da instituição.,OBS.: O princípio do promotor natural decorre da independência funcional e da garantia da inamovibilidade dos membros da instituição.,"cf88,3,15,28,,131,892,,",questao,1332,.: o princípio do promotor natural decorre da independência funcional e da garantia da inamovibilidade dos membros da instituição.
2979,1910,"OBS.: O princípio da independência funcional permite que, no caso de substituição em processo judicial, o membro ministerial deixe de interpor recurso contra decisão desfavorável.","OBS.: O princípio da independência funcional permite que, no caso de substituição em processo judicial, o membro ministerial deixe de interpor recurso contra decisão desfavorável.","cf88,3,15,28,,131,892,,",questao,1332,".: o princípio da independência funcional permite que, no caso de substituição em processo judicial, o membro ministerial deixe de interpor recurso contra decisão desfavorável."
2980,1911,"OBS.: os princípios da indivisibilidade e da independência funcional POSSIBILITAM que membros do Ministério Público, em um mesmo processo judicial, ofereçam pronunciamentos divergentes;","OBS.: os princípios da indivisibilidade e da independência funcional POSSIBILITAM que membros do Ministério Público, em um mesmo processo judicial, ofereçam pronunciamentos divergentes;","cf88,3,15,28,,131,892,,",questao,1332,".: os princípios da indivisibilidade e da independência funcional possibtam que membros do ministério público, em um mesmo processo judicial, ofereçam pronunciamentos divergentes;"
2981,1912,"OBS.: Como instituição permanente e essencial à função jurisdicional, a qual incumbe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis, NÃO é dever do membro ministerial a observância da jurisprudência sumulada do TST.","OBS.: Como instituição permanente e essencial à função jurisdicional, a qual incumbe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis, NÃO é dever do membro ministerial a observância da jurisprudência sumulada do TST.","cf88,3,15,28,,131,892,,",questao,1332,".: como instituição permanente e essencial à função jurisdicional, a qual incumbe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis, não é dever do membro ministerial a ervância da jurisprudência sumulada do tst."
2982,1913,"OBS.: O princípio do promotor natural configura garantia ao réu de somente ser processado pelo Procurador escolhido consoante leis processuais e de organização interna previamente fixadas, sendo vedada qualquer indicação arbitrária.","OBS.: O princípio do promotor natural configura garantia ao réu de somente ser processado pelo Procurador escolhido consoante leis processuais e de organização interna previamente fixadas, sendo vedada qualquer indicação arbitrária.","cf88,3,15,28,,131,892,,",questao,1332,".: o princípio do promotor natural configura garantia ao réu de somente ser processado pelo procurador escolhido consoante leis processuais e de organização interna previamente fixadas, sendo vedada qualquer indicação arbitrária."
2983,1914,"OBS.: MESMO em caso de extrema necessidade, ou de ausência injustifcada, NÃO poderá o juiz designar advogado para exercer as funções ministeriais, ainda que para ato determinado;","OBS.: MESMO em caso de extrema necessidade, ou de ausência injustifcada, NÃO poderá o juiz designar advogado para exercer as funções ministeriais, ainda que para ato determinado;","cf88,3,15,28,,131,892,,",questao,1332,".: mesmo em caso de extrema necessidade, ou de ausência injustifcada, não poderá o juiz designar advogado para exercer as funções ministeriais, ainda que para ato determinado;"
2984,1915,OBS.: NÃO FERE A INDEPENDÊNCIA FUNCIONAL A hierarquia administrativa.,OBS.: NÃO FERE A INDEPENDÊNCIA FUNCIONAL A hierarquia administrativa.,"cf88,3,15,28,,131,892,,",questao,1332,.: não fere a independência funcionaa hierarquia administrativa.
2985,1916,"OBS.: no exercício de suas atividades funcionais típicas, os membros do Ministério Público não estão subordinados a qualquer órgão ou poder, nem mesmo às resoluções editadas pelo Procurador-Geral de Justiça, submetendo-se, assim, apenas à sua consciência e aos limites constitucionais e legais;","OBS.: no exercício de suas atividades funcionais típicas, os membros do Ministério Público não estão subordinados a qualquer órgão ou poder, nem mesmo às resoluções editadas pelo Procurador-Geral de Justiça, submetendo-se, assim, apenas à sua consciência e aos limites constitucionais e legais;","cf88,3,15,28,,131,892,,",questao,1332,".: no exercício de suas atividades funcionais típicas, os membros do ministério público não estão subordinados a qualquer órgão ou poder, nem mesmo às resoluções editadas pelo procuradorgeral de justiça, submetendose, assim, apenas à sua consciência e aos limites constitucionais e legais;"
2986,1917,"OBS.: As funções institucionais do MP SÓ podem ser exercidas por SEUS MEMBROS, NÃO SENDO PRSSÍVEL SEU EXERCÍCIO POR pessoas não integrantes da carreira MESMO mediante autorização expressa do respectivo procurador-geral.","OBS.: As funções institucionais do MP SÓ podem ser exercidas por SEUS MEMBROS, NÃO SENDO PRSSÍVEL SEU EXERCÍCIO POR pessoas não integrantes da carreira MESMO mediante autorização expressa do respectivo procurador-geral.","cf88,3,15,28,,131,892,,",questao,1332,".: as funções institucionais do mp só podem ser exercidas por seus membros, não sendo prssíveseu exercício por pessoas não integrantes da carreira mesmo mediante autorização expressa do respectivo procuradorgeral."
2987,1918,"OBS.: Pelo princípio da indivisibilidade, há possibilidade de um procurador substituir outro no exercício de suas funções.","OBS.: Pelo princípio da indivisibilidade, há possibilidade de um procurador substituir outro no exercício de suas funções.","cf88,3,15,28,,131,892,,",questao,1332,".: pelo princípio da indivisibilidade, há possibilidade de um procurador substituir outro no exercício de suas funções."
2988,1919,"OBS.: O princípio da indivisibilidade permite a substituição de um membro do Ministério Público por outro, sem que haja alteração subjetiva na relação jurídica processual da qual participe a instituição, seja como órgão agente, seja como órgão interveniente.","OBS.: O princípio da indivisibilidade permite a substituição de um membro do Ministério Público por outro, sem que haja alteração subjetiva na relação jurídica processual da qual participe a instituição, seja como órgão agente, seja como órgão interveniente.","cf88,3,15,28,,131,892,,",questao,1332,".: o princípio da indivisibilidade permite a substituição de um membro do ministério público por outro, sem que haja alteração subjetiva na relação jurídica processual da qual participe a instituição, seja como órgão agente, seja como órgão interveniente."
2989,1920,OBS.: O principio da indivisibilidade NÃO é inerente a todos os Ministérios Públicos que o sistema jurídico brasileiro instituiu.,OBS.: O principio da indivisibilidade NÃO é inerente a todos os Ministérios Públicos que o sistema jurídico brasileiro instituiu.,"cf88,3,15,28,,131,892,,",questao,1332,.: o principio da indivisibilidade não é inerente a todos os ministérios públicos que o sistema jurídico brasileiro instituiu.
2990,1921,"OBS.: ?Cada membro do MP representa o órgão todo, porque o interesse do qual é titular é coletivo e não de uma individualidade concreta. Sendo indisponível o interesse representado pelo Ministério Público, a não fixação de membro (a não ser por distribuição interna e vulnerável do serviço) significa a natureza da totalidade homogênea do Órgão?. O fragmento lido trata do princípio da indivisibilidade.","OBS.: ?Cada membro do MP representa o órgão todo, porque o interesse do qual é titular é coletivo e não de uma individualidade concreta. Sendo indisponível o interesse representado pelo Ministério Público, a não fixação de membro (a não ser por distribuição interna e vulnerável do serviço) significa a natureza da totalidade homogênea do Órgão?. O fragmento lido trata do princípio da indivisibilidade.","cf88,3,15,28,,131,892,,",questao,1332,".: ?cada membro do mp representa o órgão todo, porque o interesse do qual é titular é coletivo e não de uma individualidade concreta. sendo indisponível o interesse representado pelo ministério público, a não fixação de membro (a não ser por distribuição interna e vulnerável do serviço) significa a natureza da totalidade homogênea do órgão?. o fragmento lido trata do princípio da indivisibilidade."
2991,1922,"OBS.: O ato processual de oferecimento da denúncia praticado, em foro incompetente, por um representante do Ministério Público, para ser válido e eficaz, NÃO PRECISA DA ratificação por outro membro.","OBS.: O ato processual de oferecimento da denúncia praticado, em foro incompetente, por um representante do Ministério Público, para ser válido e eficaz, NÃO PRECISA DA ratificação por outro membro.","cf88,3,15,28,,131,892,,",questao,1332,".: o ato processual de oferecimento da denúncia praticado, em foro incompetente, por um representante do ministério público, para ser válido e eficaz, não precisa da ratificação por outro membro."
2992,1923,"OBS.: Desavenças internas na organização do Ministério Público não podem afetar a unidade da instituição, de modo que, quando o procurador-geral da República promove o arquivamento de um inquérito que apure conduta criminosa, não pode o seu sucessor oferecer denúncia pelo mesmo fato sem que novas provas tenham surgido.","OBS.: Desavenças internas na organização do Ministério Público não podem afetar a unidade da instituição, de modo que, quando o procurador-geral da República promove o arquivamento de um inquérito que apure conduta criminosa, não pode o seu sucessor oferecer denúncia pelo mesmo fato sem que novas provas tenham surgido.","cf88,3,15,28,,131,892,,",questao,1332,".: desavenças internas na organização do ministério público não podem afetar a unidade da instituição, de modo que, quando o procuradorgeral da república promove o arquivamento de um inquérito que apure conduta criminosa, não pode o seu sucessor oferecer denúncia pelo mesmo fato sem que novas provas tenham surgido."
2993,1924,"OBS.: Dentre os princípios institucionais do Ministério Público, a indivisibilidade significa que seus membros podem ser substituídos uns pelos outros, não arbitrariamente, mas conforme a forma estabelecida na lei.","OBS.: Dentre os princípios institucionais do Ministério Público, a indivisibilidade significa que seus membros podem ser substituídos uns pelos outros, não arbitrariamente, mas conforme a forma estabelecida na lei.","cf88,3,15,28,,131,892,,",questao,1332,".: dentre os princípios institucionais do ministério público, a indivisibilidade significa que seus membros podem ser substituídos uns pelos outros, não arbitrariamente, mas conforme a forma estabelecida na lei."
2994,1925,"OBS.: A preservação da ordem pública, a indisponibilidade da persecução penal NÃO são princípios institucionais do MPU.","OBS.: A preservação da ordem pública, a indisponibilidade da persecução penal NÃO são princípios institucionais do MPU.","cf88,3,15,28,,131,892,,",questao,1332,".: a preservação da ordem pública, a indisponibilidade da persecução penal não são princípios institucionais do mpu."
2995,1926,"OBS.: Um procurador da República está atuando em determinado processo criminal sobre tráfico ilícito de drogas. Nessa situação, conforme o princípio da indivisibilidade, poderá haver substituição do procurador.","OBS.: Um procurador da República está atuando em determinado processo criminal sobre tráfico ilícito de drogas. Nessa situação, conforme o princípio da indivisibilidade, poderá haver substituição do procurador.","cf88,3,15,28,,131,892,,",questao,1332,".: um procurador da república está atuando em determinado processo criminal sobre tráfico ilícito de drogas. nessa situação, conforme o princípio da indivisibilidade, poderá haver substituição do procurador."
2996,1927,"OBS.: Caso um indivíduo tenha sido preso em flagrante delito por ter cometido crime de competência da justiça federal, o membro do Ministério Público Federal (MPF) que atuar no caso terá independência funcional, MAS ESTÁ NÃO É irrestrita","OBS.: Caso um indivíduo tenha sido preso em flagrante delito por ter cometido crime de competência da justiça federal, o membro do Ministério Público Federal (MPF) que atuar no caso terá independência funcional, MAS ESTÁ NÃO É irrestrita","cf88,3,15,28,,131,892,,",questao,1332,".: caso um indivíduo tenha sido preso em flagrante delito por ter cometido crime de competência da justiça federal, o membro do ministério público federal (mpf) que atuar no caso terá independência funcional, mas está não é irrestrita"
