,Texto,pre
922,"  Funções de confiança e cargos em comissão destinam-se apenas às atribuições de direção, chefia e assessoramento.","  funções de confiança e cargos em comissão destinamse apenas às atribuições de direção, chefia e assessoramento."
923,"  O Ministério Público da União é constituído pelo Ministério Público de Contas da União, pelo Ministério Público do Trabalho, pelo Ministério Público Federal, pelo Ministério Público Militar e pelo Ministério Público do Distrito Federal e dos Territórios.","  o ministério público da união é constituído pelo ministério público de contas da união, pelo ministério público do trabalho, pelo ministério público federal, pelo ministério público militar e pelo ministério público do distrito federal e dos territórios."
924,  A destituição do procurador-geral da República por iniciativa do presidente da República é condicionada a prévia autorização da maioria absoluta do Congresso Nacional.,  a destituição do procuradorgeral da república por iniciativa do presidente da república é condicionada a prévia autorização da maioria absoluta do congresso nacional.
925,  Cabe ao STF processar e julgar ações contra o Conselho Nacional de Justiça (CNJ).,  cabe ao stf processar e julgar ações contra o conselho nacional de justiça (cnj).
926,  Cabe ao Estado organizar a respectiva justiça estadual.,  cabe ao estado organizar a respectiva justiça estadual.
927,  Os ministros do STJ são escolhidos pelo presidente do STF entre candidatos indicados em lista sêxtupla e com aprovação pela maioria absoluta do Senado Federal.,  os ministros do stj são escolhidos pelo presidente do stf entre candidatos indicados em lista sêxtupla e com aprovação pela maioria absoluta do senado federal.
928,"  Brasileiro nato ou naturalizado residente em território estrangeiro perderá a nacionalidade brasileira se adquirir outra nacionalidade, exceto nas hipóteses constitucionalmente estabelecidas.","  brasileiro nato ou naturalizado residente em território estrangeiro perderá a nacionalidade brasileira se adquirir outra nacionalidade, exceto nas hipóteses constitucionalmente estabelecidas."
929,"  A participação compulsória de município em região metropolitana criada por estado, mediante lei complementar estadual, para integrar a organização, o planejamento e a execução de funções públicas de interesse comum, não viola o princípio da autonomia municipal.","  a participação compulsória de município em região metropolitana criada por estado, mediante lei complementar estadual, para integrar a organização, o planejamento e a execução de funções públicas de interesse comum, não viola o princípio da autonomia municipal."
930,"  Por ser presidido pelo presidente do Supremo Tribunal Federal e diante da competência constitucional de controle da atuação administrativa e financeira do Poder Judiciário, é permitido ao Conselho Nacional de Justiça, quando se deparar com casos graves de violação ao devido processo legal, exercer a fiscalização da atividade jurisdicional dos magistrados.","  por ser presidido pelo presidente do supremo tribunal federal e diante da competência constitucional de controle da atuação administrativa e financeira do poder judiciário, é permitido ao conselho nacional de justiça, quando se deparar com casos graves de violação ao devido processo legal, exercer a fiscalização da atividade jurisdicional dos magistrados."
931,"  A rejeição tácita da medida provisória e a não edição do decreto legislativo pelo Congresso Nacional, que teria como objetivo regulamentar as relações jurídicas advindas de sua adoção, autorizam o presidente da República a editar, na mesma sessão legislativa, em caso de relevância e urgência, outra medida provisória com idêntico conteúdo.","  a rejeição tácita da medida provisória e a não edição do decreto legislativo pelo congresso nacional, que teria como objetivo regulamentar as relações jurídicas advindas de sua adoção, autorizam o presidente da república a editar, na mesma sessão legislativa, em caso de relevância e urgência, outra medida provisória com idêntico conteúdo."
932,"  Diferentemente do processo legislativo das leis complementares e ordinárias, no caso das emendas à Constituição, a matéria constante de proposta de emenda rejeitada não pode ser objeto de nova proposta na mesma sessão legislativa.","  diferentemente do processo legislativo das leis complementares e ordinárias, no caso das emendas à constituição, a matéria constante de proposta de emenda rejeitada não pode ser objeto de nova proposta na mesma sessão legislativa."
933,  A necessidade de se instaurar o procedimento licitatório para a contratação com o Poder Público é uma das consequências do princípio da impessoalidade.,  a necessidade de se instaurar o procedimento licitatório para a contratação com o poder público é uma das consequências do princípio da impessoalidade.
934,"  Por ter como finalidade a preservação da privacidade do indivíduo, a tutela constitucional da inviolabilidade do domicílio não abrange o aposento ocupado de habitação coletiva ou aquele em que é exercida a atividade profissional.","  por ter como finalidade a preservação da privacidade do indivíduo, a tutela constitucional da inviolabilidade do domicílio não abrange o aposento ocupado de habitação coletiva ou aquele em que é exercida a atividade profissional."
935,"  A licença‐maternidade, que abrange tanto a gestante quanto a adotante, ambas com idêntico prazo de duração e prorrogação, configura‐se como um dos direitos sociais dos trabalhadores urbanos e rurais.","  a licença‐maternidade, que abrange tanto a gestante quanto a adotante, ambas com idêntico prazo de duração e prorrogação, configura‐se como um dos direitos sociais dos trabalhadores urbanos e rurais."
936,"  As normas previstas no Ato das Disposições Constitucionais Transitórias (ADCT), por regularem situações específicas, excepcionarem regras gerais previstas no texto constitucional permanente e apresentarem numeração própria, não podem ser utilizadas como paradigma de confronto para o controle de constitucionalidade dos atos normativos inferiores.","  as normas previstas no ato das disposições constitucionais transitórias (adct), por regularem situações específicas, excepcionarem regras gerais previstas no texto constitucional permanente e apresentarem numeração própria, não podem ser utilizadas como paradigma de confronto para o controle de constitucionalidade dos atos normativos inferiores."
937,"  É estável após três anos de efetivo exercício o servidor nomeado para cargo de provimento efetivo em virtude de concurso público, mas o servidor estável pode perder o cargo mediante processo administrativo em que lhe seja assegurada a ampla defesa.","  é estável após três anos de efetivo exercício o servidor nomeado para cargo de provimento efetivo em virtude de concurso público, mas o servidor estável pode perder o cargo mediante processo administrativo em que lhe seja assegurada a ampla defesa."
938,"  Aos servidores titulares de cargos efetivos da União, dos estados, do Distrito Federal e dos municípios, incluídas suas autarquias e fundações, não é assegurado regime de previdência de caráter contributivo e solidário.","  aos servidores titulares de cargos efetivos da união, dos estados, do distrito federal e dos municípios, incluídas suas autarquias e fundações, não é assegurado regime de previdência de caráter contributivo e solidário."
939,"  Os direitos fundamentais não podem ser entendidos, simultaneamente, como direitos subjetivos e como elementos fundamentais da ordem constitucional objetiva.","  os direitos fundamentais não podem ser entendidos, simultaneamente, como direitos subjetivos e como elementos fundamentais da ordem constitucional objetiva."
940,"  Na Constituição brasileira vigente, o constituinte reconheceu que os direitos fundamentais são elementos integrantes da identidade da Constituição, não considerando, no entanto, como ilegítimas eventuais reformas constitucionais tendentes a suprimi‐los.","  na constituição brasileira vigente, o constituinte reconheceu que os direitos fundamentais são elementos integrantes da identidade da constituição, não considerando, no entanto, como ilegítimas eventuais reformas constitucionais tendentes a suprimi‐los."
941,"  A classificação das constituições em normativas, nominais e semânticas é de natureza deontológica.","  a classificação das constituições em normativas, nominais e semânticas é de natureza deontológica."
942,"  As constituições nominais são as que logram ser lealmente cumpridas por todos os interessados, limitando, efetivamente, o poder.","  as constituições nominais são as que logram ser lealmente cumpridas por todos os interessados, limitando, efetivamente, o poder."
943,  A rigidez ou flexibilidade da constituição é apurada segundo o critério do grau de formalidade do procedimento requerido para a mudança da Lei Maior.,  a rigidez ou flexibilidade da constituição é apurada segundo o critério do grau de formalidade do procedimento requerido para a mudança da lei maior.
944,"  As constituições não escritas são compostas por costumes, pela jurisprudência e também por instrumentos escritos, mas dispersos no tempo.","  as constituições não escritas são compostas por costumes, pela jurisprudência e também por instrumentos escritos, mas dispersos no tempo."
945,"  As constituições escritas dão‐se a conhecimento em um documento único, que sistematiza o direito constitucional da comunidade política, configurando ato intencional proveniente de um ente encarregado da tarefa de elaborá‐las.","  as constituições escritas dão‐se a conhecimento em um documento único, que sistematiza o direito constitucional da comunidade política, configurando ato intencional proveniente de um ente encarregado da tarefa de elaborá‐las."
946,"  A constituição, como ordem jurídica fundamental da comunidade, abrange, em sua acepção substancial, apenas as normas que organizam aspectos básicos da estrutura dos poderes públicos e do exercício do poder.","  a constituição, como ordem jurídica fundamental da comunidade, abrange, em sua acepção substancial, apenas as normas que organizam aspectos básicos da estrutura dos poderes públicos e do exercício do poder."
947,"  A constituição, em sentido formal, é o documento escrito e não solene que positiva as normas jurídicas superiores da comunidade do Estado, elaboradas por um processo constituinte específico.","  a constituição, em sentido formal, é o documento escrito e não solene que positiva as normas jurídicas superiores da comunidade do estado, elaboradas por um processo constituinte específico."
948,"  A ideia de constituição em sentido substancial está ligada ao conjunto de normas que instituem e fixam as competências dos principais órgãos do Estado, estabelecendo como serão dirigidos e por quem, além de disciplinar as interações e os controles recíprocos entre tais órgãos.","  a ideia de constituição em sentido substancial está ligada ao conjunto de normas que instituem e fixam as competências dos principais órgãos do estado, estabelecendo como serão dirigidos e por quem, além de disciplinar as interações e os controles recíprocos entre tais órgãos."
949,"  Os direitos fundamentais não podem ser entendidos, simultaneamente, como direitos subjetivos e como elementos fundamentais da ordem constitucional objetiva.","  os direitos fundamentais não podem ser entendidos, simultaneamente, como direitos subjetivos e como elementos fundamentais da ordem constitucional objetiva."
950,"  Na Constituição brasileira vigente, o constituinte reconheceu que os direitos fundamentais são elementos integrantes da identidade da Constituição, não considerando, no entanto, como ilegítimas eventuais reformas constitucionais tendentes a suprimi‐los.","  na constituição brasileira vigente, o constituinte reconheceu que os direitos fundamentais são elementos integrantes da identidade da constituição, não considerando, no entanto, como ilegítimas eventuais reformas constitucionais tendentes a suprimi‐los."
951,"  A classificação das constituições em normativas, nominais e semânticas é de natureza deontológica.","  a classificação das constituições em normativas, nominais e semânticas é de natureza deontológica."
952,"  As constituições nominais são as que logram ser lealmente cumpridas por todos os interessados, limitando, efetivamente, o poder.","  as constituições nominais são as que logram ser lealmente cumpridas por todos os interessados, limitando, efetivamente, o poder."
953,  A rigidez ou flexibilidade da constituição é apurada segundo o critério do grau de formalidade do procedimento requerido para a mudança da Lei Maior.,  a rigidez ou flexibilidade da constituição é apurada segundo o critério do grau de formalidade do procedimento requerido para a mudança da lei maior.
954,"  As constituições não escritas são compostas por costumes, pela jurisprudência e também por instrumentos escritos, mas dispersos no tempo.","  as constituições não escritas são compostas por costumes, pela jurisprudência e também por instrumentos escritos, mas dispersos no tempo."
955,"  As constituições escritas dão‐se a conhecimento em um documento único, que sistematiza o direito constitucional da comunidade política, configurando ato intencional proveniente de um ente encarregado da tarefa de elaborá‐las.","  as constituições escritas dão‐se a conhecimento em um documento único, que sistematiza o direito constitucional da comunidade política, configurando ato intencional proveniente de um ente encarregado da tarefa de elaborá‐las."
956,"  A constituição, como ordem jurídica fundamental da comunidade, abrange, em sua acepção substancial, apenas as normas que organizam aspectos básicos da estrutura dos poderes públicos e do exercício do poder.","  a constituição, como ordem jurídica fundamental da comunidade, abrange, em sua acepção substancial, apenas as normas que organizam aspectos básicos da estrutura dos poderes públicos e do exercício do poder."
957,"  A constituição, em sentido formal, é o documento escrito e não solene que positiva as normas jurídicas superiores da comunidade do Estado, elaboradas por um processo constituinte específico.","  a constituição, em sentido formal, é o documento escrito e não solene que positiva as normas jurídicas superiores da comunidade do estado, elaboradas por um processo constituinte específico."
958,"  A ideia de constituição em sentido substancial está ligada ao conjunto de normas que instituem e fixam as competências dos principais órgãos do Estado, estabelecendo como serão dirigidos e por quem, além de disciplinar as interações e os controles recíprocos entre tais órgãos.","  a ideia de constituição em sentido substancial está ligada ao conjunto de normas que instituem e fixam as competências dos principais órgãos do estado, estabelecendo como serão dirigidos e por quem, além de disciplinar as interações e os controles recíprocos entre tais órgãos."
959,"  Cabe ao presidente da República, por meio de decreto, extinguir funções ou cargos públicos, independentemente de estarem vagos ou não.","  cabe ao presidente da república, por meio de decreto, extinguir funções ou cargos públicos, independentemente de estarem vagos ou não."
960,"  O presidente da República no Brasil possui o papel de chefe de Estado e chefe de governo. Como chefe de Estado, representa o Estado Brasileiro nas suas relações internacionais e, como chefe de governo, gerencia os negócios internos, sejam de natureza política ou de natureza administrativa.","  o presidente da república no brasil possui o papel de chefe de estado e chefe de governo. como chefe de estado, representa o estado brasileiro nas suas relações internacionais e, como chefe de governo, gerencia os negócios internos, sejam de natureza política ou de natureza administrativa."
961,"  A lei não poderá estabelecer distinção entre brasileiros natos e naturalizados, salvo nos casos previstos na CF. Por exemplo, somente brasileiro nato poderá ocupar cargo da carreira diplomática.","  a lei não poderá estabelecer distinção entre brasileiros natos e naturalizados, salvo nos casos previstos na cf. por exemplo, somente brasileiro nato poderá ocupar cargo da carreira diplomática."
962,  O aposentado filiado tem direito de votar e ser votado nas organizações sindicais.,  o aposentado filiado tem direito de votar e ser votado nas organizações sindicais.
963,"  É livre a associação profissional, desde que o trabalhador se filie a um sindicato de sua classe.","  é livre a associação profissional, desde que o trabalhador se filie a um sindicato de sua classe."
964,"  A prática de racismo constitui crime inafiançável, da mesma forma que a prática de tortura e o tráfico ilícito de entorpecentes.","  a prática de racismo constitui crime inafiançável, da mesma forma que a prática de tortura e o tráfico ilícito de entorpecentes."
965,"  Uma das garantias à liberdade é a previsão constitucional de que ninguém será obrigado a fazer alguma coisa senão em virtude de lei, mas a mesma prerrogativa não se aplica para deixar de fazer algo.","  uma das garantias à liberdade é a previsão constitucional de que ninguém será obrigado a fazer alguma coisa senão em virtude de lei, mas a mesma prerrogativa não se aplica para deixar de fazer algo."
966,"  A afirmativa de que todos são iguais perante a lei, sem distinção de qualquer natureza,garante aos brasileiros a inviolabilidade do direito à vida e à liberdade. Contudo, estas garantias não são aplicadas aos estrangeiros residentes no Brasil.","  a afirmativa de que todos são iguais perante a lei, sem distinção de qualquer natureza,garante aos brasileiros a inviolabilidade do direito à vida e à liberdade. contudo, estas garantias não são aplicadas aos estrangeiros residentes no brasil."
967,  Não é possível a declaração de perda de nacionalidade de brasileiro já naturalizado.,  não é possível a declaração de perda de nacionalidade de brasileiro já naturalizado.
968,"  O regime geral de previdência social será aplicado, exclusivamente, ao servidor ocupante de cargo em comissão declarado em lei de livre nomeação e exoneração.","  o regime geral de previdência social será aplicado, exclusivamente, ao servidor ocupante de cargo em comissão declarado em lei de livre nomeação e exoneração."
969,"  A Constituição, ao considerar como brasileiros natos os nascidos no Brasil, ainda que pais estrangeiros, desde que estes não estejam a serviço de seu país, enfatiza o aspecto territorial (jus soli).","  a constituição, ao considerar como brasileiros natos os nascidos no brasil, ainda que pais estrangeiros, desde que estes não estejam a serviço de seu país, enfatiza o aspecto territorial (jus soli)."
970,"  De acordo com a Constituição Federal de 1988, são direitos sociais a educação, a saúde, a alimentação, o trabalho, a moradia, o lazer, a segurança, a previdência social, a proteção à maternidade e à infância e a assistência aos desamparados.","  de acordo com a constituição federal de 1988, são direitos sociais a educação, a saúde, a alimentação, o trabalho, a moradia, o lazer, a segurança, a previdência social, a proteção à maternidade e à infância e a assistência aos desamparados."
971,"  No que diz respeito aos direitos sociais, a prestação devida pelo Estado varia de acordo com a necessidade específica de cada cidadão.","  no que diz respeito aos direitos sociais, a prestação devida pelo estado varia de acordo com a necessidade específica de cada cidadão."
972," Os servidores nomeados para cargo de provimento efetivo em virtude de concurso público serão considerados como estáveis após dois anos de efetivo exercício, sendo obrigatória uma avaliação de desempenho trimestral, por comissão constituída para esse fim."," os servidores nomeados para cargo de provimento efetivo em virtude de concurso público serão considerados como estáveis após dois anos de efetivo exercício, sendo obrigatória uma avaliação de desempenho trimestral, por comissão constituída para esse fim."
973," O texto da Constituição Federal de 1988 preceitua que o Legislativo, o Executivo e o Judiciário são os Poderes da União, sendo atribuída a cada um deles determinada função, como legislar, administrar e julgar, respectivamente. Dessa forma, não é possível a realização de funções típicas e atípicas por esses Poderes."," o texto da constituição federal de 1988 preceitua que o legislativo, o executivo e o judiciário são os poderes da união, sendo atribuída a cada um deles determinada função, como legislar, administrar e julgar, respectivamente. dessa forma, não é possível a realização de funções típicas e atípicas por esses poderes."
974," Aquele que teve a naturalização cancelada nunca poderá recuperar a nacionalidade brasileira perdida, salvo se o cancelamento for desfeito em ação rescisória."," aquele que teve a naturalização cancelada nunca poderá recuperar a nacionalidade brasileira perdida, salvo se o cancelamento for desfeito em ação rescisória."
975," Os modos de aquisição da nacionalidade variam de Estado para Estado, mas, em qualquer um deles, é voluntária a aquisição da nacionalidade primária."," os modos de aquisição da nacionalidade variam de estado para estado, mas, em qualquer um deles, é voluntária a aquisição da nacionalidade primária."
976," Os fundamentos sobre a aquisição da nacionalidade são matéria constitucional, mesmo nos casos em que ela for considerada em textos de lei ordinária."," os fundamentos sobre a aquisição da nacionalidade são matéria constitucional, mesmo nos casos em que ela for considerada em textos de lei ordinária."
977," O conteúdo do direito à moradia envolve não só a faculdade de ocupar uma habitação, mas também a exigência de que essa habitação tenha dimensões adequadas, em condições de higiene e conforto, e preserve a intimidade pessoal e a privacidade familiar."," o conteúdo do direito à moradia envolve não só a faculdade de ocupar uma habitação, mas também a exigência de que essa habitação tenha dimensões adequadas, em condições de higiene e conforto, e preserve a intimidade pessoal e a privacidade familiar."
978, O direito de greve pode ser enquadrado como um direito social do homem produtor., o direito de greve pode ser enquadrado como um direito social do homem produtor.
979,  O direito de petição possui conteúdo jurisdicional e se relaciona intimamente com o princípio do acesso à Justiça.,  o direito de petição possui conteúdo jurisdicional e se relaciona intimamente com o princípio do acesso à justiça.
980,"  O direito de petição vincula‐se, em alguma medida, ao próprio exercício da cidadania, haja vista viabilizar a defesa da legalidade e a fiscalização dos negócios do Estado.","  o direito de petição vincula‐se, em alguma medida, ao próprio exercício da cidadania, haja vista viabilizar a defesa da legalidade e a fiscalização dos negócios do estado."
981,  A inobservância ao direito de certidão desafia a garantia fundamental do habeas data.,  a inervância ao direito de certidão desafia a garantia fundamental do habeas data.
982,  O ato jurídico perfeito é o ato concluído cujos efeitos já se exauriram sob a égide de lei anterior.,  o ato jurídico perfeito é o ato concluído cujos efeitos já se exauriram sob a égide de lei anterior.
983,  A proteção conferida ao direito adquirido não permite que seja ele oponível a uma nova Constituição.,  a proteção conferida ao direito adquirido não permite que seja ele oponível a uma nova constituição.
984,"  O mínimo existencial está aquém do princípio da dignidade da pessoa humana, isto é, congrega parcela de direitos absolutamente básicos, que, respeitados, ainda não chegam a assegurar uma existência digna, mas, sim, existência, pura e simples.","  o mínimo existencial está aquém do princípio da dignidade da pessoa humana, isto é, congrega parcela de direitos absolutamente básicos, que, respeitados, ainda não chegam a assegurar uma existência digna, mas, sim, existência, pura e simples."
985,"  Consagrando, em grande parte, normas constitucionais de eficácia limitada, os direitos sociais possuem alguma dimensão programática, um sentido propositivo.","  consagrando, em grande parte, normas constitucionais de eficácia limitada, os direitos sociais possuem alguma dimensão programática, um sentido propositivo."
986,  Os direitos sociais são considerados como direitos fundamentais de terceira geração.,  os direitos sociais são considerados como direitos fundamentais de terceira geração.
987,"  A proibição do retrocesso consiste na impossibilidade de o legislador infraconstitucional, uma vez atingido certo grau de concretização de direitos sociais, pretender reduzir esse alcance, retrocedendo na efetivação.","  a proibição do retrocesso consiste na impossibilidade de o legislador infraconstitucional, uma vez atingido certo grau de concretização de direitos sociais, pretender reduzir esse alcance, retrocedendo na efetivação."
988,  Também a efetivação do mínimo existencial está sujeita à reserva do possível como justificativa apta a eximir o Estado de responsabilidade.,  também a efetivação do mínimo existencial está sujeita à reserva do possível como justificativa apta a eximir o estado de responsabilidade.
989,"  O conceito de constituição é puro e não sofre interferências da ideologia do constitucionalismo, desgarrando‐se do papel que esse instrumento deve desempenhar.","  o conceito de constituição é puro e não sofre interferências da ideologia do constitucionalismo, desgarrando‐se do papel que esse instrumento deve desempenhar."
990,"  De acordo com Ferdinand Lassale, a constituição corresponde à soma dos fatores reais de poder que coexistem em uma sociedade, incluindo os interesses e grupos que estão em condições fáticas de impor sua vontade.","  de acordo com ferdinand lassale, a constituição corresponde à soma dos fatores reais de poder que coexistem em uma sociedade, incluindo os interesses e grupos que estão em condições fáticas de impor sua vontade."
991,  O caráter livre e secreto do voto impõe‐se apenas em face do Poder Público.,  o caráter livre e secreto do voto impõe‐se apenas em face do poder público.
992,"  O voto direto impõe que o voto dado pelo eleitor seja conferido a determinado candidato ou a determinado partido, sem que haja mediação por instância intermediária ou por um colégio eleitoral.","  o voto direto impõe que o voto dado pelo eleitor seja conferido a determinado candidato ou a determinado partido, sem que haja mediação por instância intermediária ou por um colégio eleitoral."
993,"  O sufrágio capacitário refere‐se a critérios concernentes à qualificação ou à capacidade do eleitor, especialmente no que diz respeito ao preparo ou à habilidade intelectual.","  o sufrágio capacitário refere‐se a critérios concernentes à qualificação ou à capacidade do eleitor, especialmente no que diz respeito ao preparo ou à habilidade intelectual."
994,"  No sufrágio censitário, concede‐se o direito do voto apenas a quem disponha de certa condição ou qualificação em razão de idade.","  no sufrágio censitário, concede‐se o direito do voto apenas a quem disponha de certa condição ou qualificação em razão de idade."
995,"  Os direitos políticos abrangem o direito ao sufrágio, que se materializa no direito de votar, de participar da organização da vontade estatal e de ser votado.","  os direitos políticos abrangem o direito ao sufrágio, que se materializa no direito de votar, de participar da organização da vontade estatal e de ser votado."
996,"  Além de legitimar a constituição de direito subjetivo público, as normas que preveem direitos sociais podem repercutir sobre a ordem jurídica em geral, dando ensejo a uma expansão direta ou indireta no plano do direito ordinatório.","  além de legitimar a constituição de direito subjetivo público, as normas que preveem direitos sociais podem repercutir sobre a ordem jurídica em geral, dando ensejo a uma expansão direta ou indireta no plano do direito ordinatório."
997,"  A concepção que identifica os direitos fundamentais como princípios objetivos legitima a ideia de que o Estado se obriga a não apenas observar os direitos de qualquer indivíduo em face das investidas do Poder Público, mas também a garantir os direitos fundamentais contra agressão propiciada por terceiros.","  a concepção que identifica os direitos fundamentais como princípios objetivos legitima a ideia de que o estado se obriga a não apenas ervar os direitos de qualquer indivíduo em face das investidas do poder público, mas também a garantir os direitos fundamentais contra agressão propiciada por terceiros."
998,"  Na concepção tradicional da teoria dos quatro status de Georg Jellinek, os direitos fundamentais não podem ser considerados como direitos de defesa.","  na concepção tradicional da teoria dos quatro status de georg jellinek, os direitos fundamentais não podem ser considerados como direitos de defesa."
999,"  O conceito de constituição é puro e não sofre interferências da ideologia do constitucionalismo, desgarrando‐se do papel que esse instrumento deve desempenhar.","  o conceito de constituição é puro e não sofre interferências da ideologia do constitucionalismo, desgarrando‐se do papel que esse instrumento deve desempenhar."
1000,"  De acordo com Ferdinand Lassale, a constituição corresponde à soma dos fatores reais de poder que coexistem em uma sociedade, incluindo os interesses e grupos que estão em condições fáticas de impor sua vontade.","  de acordo com ferdinand lassale, a constituição corresponde à soma dos fatores reais de poder que coexistem em uma sociedade, incluindo os interesses e grupos que estão em condições fáticas de impor sua vontade."
1001,"  Um importante instrumento de controle social por intermédio do cidadão é a ação popular, que permite assegurar o conhecimento de informações constantes de registros ou bancos de dados oficiais.","  um importante instrumento de controle social por intermédio do cidadão é a ação popular, que permite assegurar o conhecimento de informações constantes de registros ou bancos de dados oficiais."
1002,"  É dever não apenas da família e do Estado, mas também da sociedade, amparar as pessoas idosas, assegurando sua participação na comunidade, defendendo sua dignidade e bem‐estar e garantindo‐lhes o direito à vida.","  é dever não apenas da família e do estado, mas também da sociedade, amparar as pessoas idosas, assegurando sua participação na comunidade, defendendo sua dignidade e bem‐estar e garantindo‐lhes o direito à vida."
1003,  As pessoas físicas estarão sujeitas a sanções penais e administrativas nas condutas e atividades consideradas como lesivas ao meio ambiente. Já as pessoas jurídicas poderão responder apenas penalmente.,  as pessoas físicas estarão sujeitas a sanções penais e administrativas nas condutas e atividades consideradas como lesivas ao meio ambiente. já as pessoas jurídicas poderão responder apenas penalmente.
1004,"  É admitida, para a manutenção da ordem social, a censura de natureza política, ideológica e artística.","  é admitida, para a manutenção da ordem social, a censura de natureza política, ideológica e artística."
1005,"  As universidades possuem a faculdade de admitir professores estrangeiros, na forma da lei. Da mesma forma, as intuições de pesquisa científica e tecnológica possuem esta opção.","  as universidades possuem a faculdade de admitir professores estrangeiros, na forma da lei. da mesma forma, as intuições de pesquisa científica e tecnológica possuem esta opção."
1006,  A ordem social tem como base o primado do trabalho e como objetivo o bem‐estar e a justiça sociais.,  a ordem social tem como base o primado do trabalho e como objetivo o bem‐estar e a justiça sociais.
1007,"  Caso o presidente da República cometa uma infração penal comum, mesmo que não tenha relação com o exercício de suas funções, estará sujeito à prisão durante seu mandato.","  caso o presidente da república cometa uma infração penal comum, mesmo que não tenha relação com o exercício de suas funções, estará sujeito à prisão durante seu mandato."
1008,"  Dentro de sessenta dias após a abertura da sessão legislativa, deve, anualmente, o presidente da República prestar contas referentes ao exercício anterior.","  dentro de sessenta dias após a abertura da sessão legislativa, deve, anualmente, o presidente da república prestar contas referentes ao exercício anterior."
1009,  Ao servidor público civil é garantida a livre associação sindical.,  ao servidor público civil é garantida a livre associação sindical.
1010,"  A administração pública direta obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência, sendo facultativa a obediência a esses princípios pela administração pública indireta.","  a administração pública direta obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência, sendo facultativa a obediência a esses princípios pela administração pública indireta."
1011,"  A soberania, a cidadania e a dignidade da pessoa humana são fundamentos da República Federativa do Brasil.","  a soberania, a cidadania e a dignidade da pessoa humana são fundamentos da república federativa do brasil."
1012,"  Um dos princípios, nas relações internacionais, da República Federativa do Brasil é a busca da integração econômica, política, social e cultural com os povos da Europa e da América do Norte, visando à formação de uma comunidade americana de nações.","  um dos princípios, nas relações internacionais, da república federativa do brasil é a busca da integração econômica, política, social e cultural com os povos da europa e da américa do norte, visando à formação de uma comunidade americana de nações."
1013,"  Um dos objetivos fundamentais da República Federativa do Brasil é construir uma sociedade livre, justa e solidária.","  um dos objetivos fundamentais da república federativa do brasil é construir uma sociedade livre, justa e solidária."
1014,"  Quanto ao modo de elaboração, a constituição dogmática é aquela que é sempre escrita, elaborada por um órgão constituinte, segundo os dogmas ou as ideias fundamentais da teoria política e do direito imperante naquele dado momento.","  quanto ao modo de elaboração, a constituição dogmática é aquela que é sempre escrita, elaborada por um órgão constituinte, segundo os dogmas ou as ideias fundamentais da teoria política e do direito imperante naquele dado momento."
1015,"  A constituição promulgada é aquela que foi elaborada unilateralmente pelo detentor do poder, com participação popular posterior, apenas referendando a vontade do agente revolucionário.","  a constituição promulgada é aquela que foi elaborada unilateralmente pelo detentor do poder, com participação popular posterior, apenas referendando a vontade do agente revolucionário."
1016,  O direito de petição possui conteúdo jurisdicional e se relaciona intimamente com o princípio do acesso à Justiça.,  o direito de petição possui conteúdo jurisdicional e se relaciona intimamente com o princípio do acesso à justiça.
1017,"  O direito de petição vincula‐se, em alguma medida, ao próprio exercício da cidadania, haja vista viabilizar a defesa da legalidade e a fiscalização dos negócios do Estado.","  o direito de petição vincula‐se, em alguma medida, ao próprio exercício da cidadania, haja vista viabilizar a defesa da legalidade e a fiscalização dos negócios do estado."
1018,  A inobservância ao direito de certidão desafia a garantia fundamental do habeas data.,  a inervância ao direito de certidão desafia a garantia fundamental do habeas data.
1019,"  O Estado unitário observa poder político centralizado, enquanto a Federação implica descentralização política, ainda que com hierarquia entre suas unidades.","  o estado unitário erva poder político centralizado, enquanto a federação implica descentralização política, ainda que com hierarquia entre suas unidades."
1020,"  A Federação distingue‐se da confederação pelo fato de a união de seus Estados‐membros ser mais forte, preponderando sobre seus integrantes.","  a federação distingue‐se da confederação pelo fato de a união de seus estados‐membros ser mais forte, preponderando sobre seus integrantes."
1021,"  Em casos específicos autorizados na Constituição Federal de 1988, é permitida a criação de fundos por norma infralegal.","  em casos específicos autorizados na constituição federal de 1988, é permitida a criação de fundos por norma infralegal."
1022,"  Em função do caráter de urgência, os créditos extraordinários são abertos por meio de decreto presidencial.","  em função do caráter de urgência, os créditos extraordinários são abertos por meio de decreto presidencial."
1023,"  O presidente da República poderá enviar mensagem ao Congresso Nacional para propor modificação no projeto de plano plurianual enquanto não iniciada a votação, na Comissão Mista, da parte cuja alteração é proposta.","  o presidente da república poderá enviar mensagem ao congresso nacional para propor modificação no projeto de plano plurianual enquanto não iniciada a votação, na comissão mista, da parte cuja alteração é proposta."
1024,"  Os Poderes Legislativo e Judiciário recebem seus recursos financeiros até o dia 20 de cada mês, na forma de um doze avos da arrecadação do ente público no mês em tela.","  os poderes legislativo e judiciário recebem seus recursos financeiros até o dia 20 de cada mês, na forma de um doze avos da arrecadação do ente público no mês em tela."
